#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,
2005-08-15,Wheat - Retail,KG,cereals and tubers,18.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2005-09-15,Wheat - Retail,KG,cereals and tubers,18.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2005-10-15,Wheat - Retail,KG,cereals and tubers,18.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2005-11-15,Wheat - Retail,KG,cereals and tubers,20.65,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2005-12-15,Wheat - Retail,KG,cereals and tubers,17.6,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-01-15,Wheat - Retail,KG,cereals and tubers,18.2,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-02-15,Wheat - Retail,KG,cereals and tubers,20.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-03-15,Wheat - Retail,KG,cereals and tubers,17.6,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-04-15,Wheat - Retail,KG,cereals and tubers,22.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-05-15,Wheat - Retail,KG,cereals and tubers,21,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-06-15,Wheat - Retail,KG,cereals and tubers,23,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-07-15,Wheat - Retail,KG,cereals and tubers,23,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-08-15,Wheat - Retail,KG,cereals and tubers,26.75,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-09-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-10-15,Wheat - Retail,KG,cereals and tubers,24.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-11-15,Wheat - Retail,KG,cereals and tubers,24.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2006-12-15,Wheat - Retail,KG,cereals and tubers,21.6,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-01-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-02-15,Wheat - Retail,KG,cereals and tubers,28.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-03-15,Wheat - Retail,KG,cereals and tubers,28.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-04-15,Wheat - Retail,KG,cereals and tubers,29,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-05-15,Wheat - Retail,KG,cereals and tubers,25,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-06-15,Wheat - Retail,KG,cereals and tubers,24.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-07-15,Wheat - Retail,KG,cereals and tubers,29,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-08-15,Wheat - Retail,KG,cereals and tubers,24,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-09-15,Wheat - Retail,KG,cereals and tubers,24,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-10-15,Wheat - Retail,KG,cereals and tubers,25,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-11-15,Wheat - Retail,KG,cereals and tubers,25,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2007-12-15,Wheat - Retail,KG,cereals and tubers,24,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-01-15,Wheat - Retail,KG,cereals and tubers,24,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-02-15,Wheat - Retail,KG,cereals and tubers,28,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-03-15,Wheat - Retail,KG,cereals and tubers,30,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-04-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-05-15,Wheat - Retail,KG,cereals and tubers,24.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-06-15,Wheat - Retail,KG,cereals and tubers,24,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-07-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-08-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-09-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-10-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-11-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2008-12-15,Wheat - Retail,KG,cereals and tubers,25,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-01-15,Wheat - Retail,KG,cereals and tubers,34.5,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-02-15,Wheat - Retail,KG,cereals and tubers,26,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-03-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-04-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-05-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-06-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-07-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-08-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-09-15,Wheat - Retail,KG,cereals and tubers,26,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-10-15,Wheat - Retail,KG,cereals and tubers,26,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-11-15,Wheat - Retail,KG,cereals and tubers,26,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2009-12-15,Wheat - Retail,KG,cereals and tubers,27,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-01-15,Wheat - Retail,KG,cereals and tubers,28,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-02-15,Wheat - Retail,KG,cereals and tubers,29,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-03-15,Wheat - Retail,KG,cereals and tubers,31,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-04-15,Wheat - Retail,KG,cereals and tubers,31,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-05-15,Wheat - Retail,KG,cereals and tubers,31,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-06-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-07-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-08-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-09-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-10-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-11-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2010-12-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-01-15,Wheat - Retail,KG,cereals and tubers,28,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-02-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-03-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-04-15,Wheat - Retail,KG,cereals and tubers,36,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-05-15,Wheat - Retail,KG,cereals and tubers,36,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-06-15,Wheat - Retail,KG,cereals and tubers,36,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-07-15,Wheat - Retail,KG,cereals and tubers,36,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-08-15,Wheat - Retail,KG,cereals and tubers,36,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-09-15,Wheat - Retail,KG,cereals and tubers,36,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-10-15,Wheat - Retail,KG,cereals and tubers,36,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-11-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2011-12-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-01-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-02-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-03-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-04-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-05-15,Wheat - Retail,KG,cereals and tubers,36,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-06-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-07-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-08-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-09-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-10-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-11-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2012-12-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-01-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-02-15,Wheat - Retail,KG,cereals and tubers,34,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-03-15,Wheat - Retail,KG,cereals and tubers,35,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-04-15,Wheat - Retail,KG,cereals and tubers,36,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-05-15,Wheat - Retail,KG,cereals and tubers,37,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-06-15,Wheat - Retail,KG,cereals and tubers,33,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-07-15,Wheat - Retail,KG,cereals and tubers,38,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-08-15,Wheat - Retail,KG,cereals and tubers,40,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-09-15,Wheat - Retail,KG,cereals and tubers,40,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-10-15,Wheat - Retail,KG,cereals and tubers,40,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-11-15,Wheat - Retail,KG,cereals and tubers,43,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2013-12-15,Wheat - Retail,KG,cereals and tubers,43,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-02-15,Wheat - Retail,KG,cereals and tubers,43,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-03-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-04-15,Wheat - Retail,KG,cereals and tubers,43,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-05-15,Wheat - Retail,KG,cereals and tubers,43,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-06-15,Wheat - Retail,KG,cereals and tubers,43,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-07-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-08-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-09-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-10-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-11-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-12-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-01-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-02-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-03-15,Wheat - Retail,KG,cereals and tubers,47,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-04-15,Wheat - Retail,KG,cereals and tubers,47,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-05-15,Wheat - Retail,KG,cereals and tubers,47,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-06-15,Wheat - Retail,KG,cereals and tubers,47,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-07-15,Wheat - Retail,KG,cereals and tubers,50,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-08-15,Wheat - Retail,KG,cereals and tubers,50,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-09-15,Wheat - Retail,KG,cereals and tubers,51,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-10-15,Wheat - Retail,KG,cereals and tubers,50,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-11-15,Wheat - Retail,KG,cereals and tubers,51,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2015-12-15,Wheat - Retail,KG,cereals and tubers,53,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-01-15,Wheat - Retail,KG,cereals and tubers,53,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-02-15,Wheat - Retail,KG,cereals and tubers,53,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-03-15,Wheat - Retail,KG,cereals and tubers,53,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-04-15,Wheat - Retail,KG,cereals and tubers,53,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-05-15,Wheat - Retail,KG,cereals and tubers,53,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-06-15,Wheat - Retail,KG,cereals and tubers,53,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-07-15,Wheat - Retail,KG,cereals and tubers,53,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-08-15,Wheat - Retail,KG,cereals and tubers,53,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-09-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-10-15,Wheat - Retail,KG,cereals and tubers,44,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-11-15,Wheat - Retail,KG,cereals and tubers,44,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2016-12-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2017-01-15,Wheat - Retail,KG,cereals and tubers,44,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2017-02-15,Wheat - Retail,KG,cereals and tubers,43,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2017-03-15,Wheat - Retail,KG,cereals and tubers,43,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2017-04-15,Wheat - Retail,KG,cereals and tubers,43,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2018-04-15,Wheat - Retail,KG,cereals and tubers,50,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2018-05-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2018-06-15,Wheat - Retail,KG,cereals and tubers,46,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2018-07-15,Wheat - Retail,KG,cereals and tubers,45,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2018-08-15,Wheat - Retail,KG,cereals and tubers,46,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2018-09-15,Wheat - Retail,KG,cereals and tubers,46,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2018-10-15,Wheat - Retail,KG,cereals and tubers,48,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2018-11-15,Wheat - Retail,KG,cereals and tubers,48,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2018-12-15,Wheat - Retail,KG,cereals and tubers,48,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2019-01-15,Wheat - Retail,KG,cereals and tubers,48,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2019-02-15,Wheat - Retail,KG,cereals and tubers,48,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2019-03-15,Wheat - Retail,KG,cereals and tubers,46,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2019-04-15,Wheat - Retail,KG,cereals and tubers,46,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2019-05-15,Wheat - Retail,KG,cereals and tubers,48,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2019-06-15,Wheat - Retail,KG,cereals and tubers,48,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2019-08-15,Wheat - Retail,KG,cereals and tubers,55,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2019-09-15,Wheat - Retail,KG,cereals and tubers,52,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2019-10-15,Wheat - Retail,KG,cereals and tubers,50,NPR,Nepal,Central,2152,Kathmandu,652,84,15,5,1,652_84_15_5,
2014-06-15,Fuel (diesel) - Retail,L,non-food,105.5,NPR,Nepal,Central,2152,Kathmandu,652,284,15,15,8,652_284_15_15,
2014-07-15,Fuel (diesel) - Retail,L,non-food,105.5,NPR,Nepal,Central,2152,Kathmandu,652,284,15,15,8,652_284_15_15,
2014-08-15,Fuel (diesel) - Retail,L,non-food,105.5,NPR,Nepal,Central,2152,Kathmandu,652,284,15,15,8,652_284_15_15,
2014-09-15,Fuel (diesel) - Retail,L,non-food,104.73,NPR,Nepal,Central,2152,Kathmandu,652,284,15,15,8,652_284_15_15,
2014-10-15,Fuel (diesel) - Retail,L,non-food,102.67,NPR,Nepal,Central,2152,Kathmandu,652,284,15,15,8,652_284_15_15,
2014-11-15,Fuel (diesel) - Retail,L,non-food,101.5,NPR,Nepal,Central,2152,Kathmandu,652,284,15,15,8,652_284_15_15,
2014-12-15,Fuel (diesel) - Retail,L,non-food,92,NPR,Nepal,Central,2152,Kathmandu,652,284,15,15,8,652_284_15_15,
2015-01-15,Fuel (diesel) - Retail,L,non-food,88,NPR,Nepal,Central,2152,Kathmandu,652,284,15,15,8,652_284_15_15,
2015-02-15,Fuel (diesel) - Retail,L,non-food,86.5,NPR,Nepal,Central,2152,Kathmandu,652,284,15,15,8,652_284_15_15,
2014-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,134.5,NPR,Nepal,Central,2152,Kathmandu,652,285,15,15,8,652_285_15_15,
2014-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,134.5,NPR,Nepal,Central,2152,Kathmandu,652,285,15,15,8,652_285_15_15,
2014-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,134.5,NPR,Nepal,Central,2152,Kathmandu,652,285,15,15,8,652_285_15_15,
2014-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,132.56,NPR,Nepal,Central,2152,Kathmandu,652,285,15,15,8,652_285_15_15,
2014-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,129.97,NPR,Nepal,Central,2152,Kathmandu,652,285,15,15,8,652_285_15_15,
2014-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,128,NPR,Nepal,Central,2152,Kathmandu,652,285,15,15,8,652_285_15_15,
2014-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,116,NPR,Nepal,Central,2152,Kathmandu,652,285,15,15,8,652_285_15_15,
2015-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,111.5,NPR,Nepal,Central,2152,Kathmandu,652,285,15,15,8,652_285_15_15,
2015-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,109,NPR,Nepal,Central,2152,Kathmandu,652,285,15,15,8,652_285_15_15,
2004-01-15,Rice - Retail,KG,cereals and tubers,16.25,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-02-15,Rice - Retail,KG,cereals and tubers,22.33,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-03-15,Rice - Retail,KG,cereals and tubers,18.25,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-04-15,Rice - Retail,KG,cereals and tubers,17.5,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-05-15,Rice - Retail,KG,cereals and tubers,19,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-06-15,Rice - Retail,KG,cereals and tubers,19.665,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-07-15,Rice - Retail,KG,cereals and tubers,19,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-08-15,Rice - Retail,KG,cereals and tubers,18,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-09-15,Rice - Retail,KG,cereals and tubers,19,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-10-15,Rice - Retail,KG,cereals and tubers,18.5,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-11-15,Rice - Retail,KG,cereals and tubers,18,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2004-12-15,Rice - Retail,KG,cereals and tubers,18,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2005-01-15,Rice - Retail,KG,cereals and tubers,19,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2005-02-15,Rice - Retail,KG,cereals and tubers,23.5,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2005-03-15,Rice - Retail,KG,cereals and tubers,20,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2005-04-15,Rice - Retail,KG,cereals and tubers,22.5,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2005-05-15,Rice - Retail,KG,cereals and tubers,22.165,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2005-06-15,Rice - Retail,KG,cereals and tubers,23.33,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2005-07-15,Rice - Retail,KG,cereals and tubers,23.33,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
2005-08-15,Rice - Retail,KG,cereals and tubers,23.16,NPR,Nepal,Central,2152,Ramechap,656,52,15,5,1,656_52_15_5,
